Season,ETD Week,ETA Week,ETA,Transport,Specie,Variety,Importer,Exporter,Arrival port,Vessel,Boxes
2023-2024,6-2024,8-2024,22-02-2024,LINER,Plum,Sweet Garnet I,Tastyfrutti International Inc.,Prize S.a.,Filadelfia,Msc Aino,2560
2023-2024,6-2024,8-2024,22-02-2024,LINER,Plum,K-plum,Tastyfrutti International Inc.,Tuniche Fruits,Filadelfia,Msc Aino,2080
2023-2024,6-2024,8-2024,22-02-2024,LINER,Plum,K-plum,Tastyfrutti International Inc.,Tuniche Fruits,Filadelfia,Cma Cgm Neva,2080
2023-2024,6-2024,8-2024,22-02-2024,LINER,Plum,Larry Ann,Walmart Stores Inc.,Lafrut Ltda.,Los Angeles,Msc Aino,2468
2023-2024,6-2024,8-2024,22-02-2024,LINER,Plum,Leticia,Walmart Stores Inc.,Lafrut Ltda.,Los Angeles,Msc Aino,92
2023-2024,7-2024,7-2024,13-02-2024,AIR,Plum,Leticia,Direct Source Marketing Inc,Verfrut Spa,Miami,AIR,400
2023-2024,7-2024,7-2024,13-02-2024,AIR,Plum,Pink Delight,Direct Source Marketing Inc,Verfrut Spa,Miami,AIR,160
2023-2024,7-2024,7-2024,13-02-2024,AIR,Plum,Black Heart,Direct Sourcing Logistics In,Geofrut Ltda.,Miami,AIR,31
2023-2024,7-2024,7-2024,13-02-2024,AIR,Plum,Happy Giant,Direct Sourcing Logistics In,Geofrut Ltda.,Miami,AIR,54
2023-2024,7-2024,7-2024,13-02-2024,AIR,Plum,Larry Ann,Direct Sourcing Logistics In,Geofrut Ltda.,Atlanta,AIR,600
2023-2024,7-2024,7-2024,13-02-2024,AIR,Plum,Larry Ann,Direct Sourcing Logistics In,Geofrut Ltda.,Miami,AIR,567
2023-2024,7-2024,7-2024,14-02-2024,AIR,Plum,Black Heart,Dayka Hackett Llc,Tuniche Fruits,Miami,AIR,79
2023-2024,7-2024,7-2024,14-02-2024,AIR,Plum,Black Lyon,Dayka Hackett Llc,Tuniche Fruits,Miami,AIR,1
2023-2024,7-2024,7-2024,14-02-2024,AIR,Plum,Black Majestic,Dayka Hackett Llc,Tuniche Fruits,Miami,AIR,88
2023-2024,7-2024,7-2024,14-02-2024,AIR,Plum,Red Granade,Dayka Hackett Llc,Tuniche Fruits,Miami,AIR,215
2023-2024,7-2024,7-2024,14-02-2024,AIR,Plum,Sweet Princess,Dayka Hackett Llc,Tuniche Fruits,Miami,AIR,264
2023-2024,7-2024,7-2024,14-02-2024,AIR,Plum,Candy Heart,Dayka Hackett Llc,Tuniche Fruits,Miami,AIR,49
2023-2024,7-2024,7-2024,14-02-2024,AIR,Plum,Happy Giant,Direct Sourcing Logistics In,Greenvic,Atlanta,AIR,520
2023-2024,7-2024,7-2024,15-02-2024,AIR,Plum,Blue Gusto,Direct Sourcing Logistics In,Geofrut Ltda.,Miami,AIR,1319
2023-2024,7-2024,7-2024,15-02-2024,AIR,Plum,Gusto,Direct Sourcing Logistics In,Geofrut Ltda.,Miami,AIR,1090
2023-2024,7-2024,7-2024,15-02-2024,AIR,Plum,Sugar Plums,Sol Fruit International,Chile Terra Spa,Los Angeles,AIR,720
2023-2024,7-2024,7-2024,16-02-2024,AIR,Plum,Blue Gusto,Direct Source Marketing Inc,Verfrut Spa,Miami,AIR,379
2023-2024,7-2024,7-2024,16-02-2024,AIR,Plum,Ci 336,Direct Source Marketing Inc,Verfrut Spa,Miami,AIR,97
2023-2024,7-2024,7-2024,16-02-2024,AIR,Plum,Summer Breeze,Direct Source Marketing Inc,Verfrut Spa,Miami,AIR,284
2023-2024,7-2024,7-2024,16-02-2024,AIR,Plum,Gusto,Direct Sourcing Logistics In,Geofrut Ltda.,Miami,AIR,400
2023-2024,7-2024,7-2024,17-02-2024,AIR,Plum,Larry Ann,Direct Sourcing Logistics In,Geofrut Ltda.,Miami,AIR,160
2023-2024,7-2024,7-2024,18-02-2024,AIR,Plum,Black Kat,Direct Sourcing Logistics In,Geofrut Ltda.,Miami,AIR,59
2023-2024,7-2024,8-2024,19-02-2024,AIR,Plum,Flavor Rich,Contel Fresh Inc.,Frucentro S.a.,Miami,AIR,1728
2023-2024,7-2024,8-2024,19-02-2024,TRUCK,Plum,Flavor Rich,Contel Fresh Inc.,Frucentro S.a.,Miami,TRUCK,360
2023-2024,7-2024,8-2024,19-02-2024,TRUCK,Plum,Larry Ann,Contel Fresh Inc.,Frucentro S.a.,Miami,TRUCK,1368
2023-2024,7-2024,8-2024,23-02-2024,TRUCK,Plum,Larry Ann,Direct Sourcing Logistics In,Geofrut Ltda.,Miami,TRUCK,1040
2023-2024,7-2024,8-2024,23-02-2024,TRUCK,Plum,Happy Giant,Direct Sourcing Logistics In,Greenvic,Miami,TRUCK,1200
2023-2024,7-2024,8-2024,24-02-2024,TRUCK,Plum,Larry Ann,Contel Fresh Inc.,Verfrut Spa,Miami,TRUCK,704
2023-2024,7-2024,8-2024,24-02-2024,TRUCK,Plum,Leticia,Contel Fresh Inc.,Verfrut Spa,Miami,TRUCK,328
2023-2024,7-2024,8-2024,24-02-2024,TRUCK,Plum,Pink Delight,Contel Fresh Inc.,Verfrut Spa,Miami,TRUCK,376
2023-2024,7-2024,9-2024,27-02-2024,CHARTER,Plum,Black Glory,A La Orden,Agricom Ltda.,Los Angeles,Cs Standard,3
2023-2024,7-2024,9-2024,27-02-2024,CHARTER,Plum,Happy Giant,A La Orden,Agricom Ltda.,Los Angeles,Cs Standard,7113
2023-2024,7-2024,9-2024,27-02-2024,CHARTER,Plum,Yummy Giant,A La Orden,Agricom Ltda.,Los Angeles,Cs Standard,60
2023-2024,7-2024,9-2024,27-02-2024,CHARTER,Plum,Black Kat,A La Orden,Gesex S.a.,Los Angeles,Cs Standard,1169
2023-2024,7-2024,9-2024,27-02-2024,CHARTER,Plum,Blue Gusto,A La Orden,Gesex S.a.,Los Angeles,Cs Standard,2011
2023-2024,7-2024,9-2024,27-02-2024,CHARTER,Plum,Happy Giant,A La Orden,Gesex S.a.,Los Angeles,Cs Standard,1860
2023-2024,7-2024,9-2024,27-02-2024,CHARTER,Plum,Larry Ann,A La Orden,Gesex S.a.,Los Angeles,Cs Standard,4746
2023-2024,7-2024,9-2024,27-02-2024,CHARTER,Plum,Purple Heart,A La Orden,Gesex S.a.,Los Angeles,Cs Standard,44
2023-2024,7-2024,9-2024,27-02-2024,CHARTER,Plum,Larry Ann,A La Orden,Lo Garces Spa,Los Angeles,Cs Standard,5120
2023-2024,7-2024,9-2024,27-02-2024,CHARTER,Plum,Happy Giant,Bengard Marketing,David Del Curto,Los Angeles,Cs Standard,2496
2023-2024,7-2024,9-2024,27-02-2024,CHARTER,Plum,Lemon,Bengard Marketing,David Del Curto,Los Angeles,Cs Standard,416
2023-2024,7-2024,9-2024,27-02-2024,CHARTER,Plum,Friar,Bengard Marketing,Exp.santa Marta,Los Angeles,Cs Standard,116
2023-2024,7-2024,9-2024,27-02-2024,CHARTER,Plum,Larry Ann,Bengard Marketing,Exp.santa Marta,Los Angeles,Cs Standard,2284
2023-2024,7-2024,9-2024,27-02-2024,CHARTER,Plum,Happy Giant,Bengard Marketing,Greenvic,Los Angeles,Cs Standard,1301
2023-2024,7-2024,9-2024,27-02-2024,CHARTER,Plum,Larry Ann,Bengard Marketing,Greenvic,Los Angeles,Cs Standard,2529
2023-2024,7-2024,9-2024,27-02-2024,CHARTER,Plum,Late Anne,Bengard Marketing,Greenvic,Los Angeles,Cs Standard,824
2023-2024,7-2024,9-2024,27-02-2024,CHARTER,Plum,Late Rosa,Bengard Marketing,Greenvic,Los Angeles,Cs Standard,1114
2023-2024,7-2024,9-2024,27-02-2024,CHARTER,Plum,Flavor Rich,Bengard Marketing,Monte Alto,Los Angeles,Cs Standard,3936
2023-2024,7-2024,9-2024,27-02-2024,CHARTER,Plum,Happy Giant,Bengard Marketing,Monte Alto,Los Angeles,Cs Standard,1688
2023-2024,7-2024,9-2024,27-02-2024,CHARTER,Plum,Larry Ann,Bengard Marketing,Monte Alto,Los Angeles,Cs Standard,1024
2023-2024,7-2024,9-2024,27-02-2024,CHARTER,Plum,Dapple Dandy,Bengard Marketing,Prize S.a.,Los Angeles,Cs Standard,2880
2023-2024,7-2024,9-2024,27-02-2024,CHARTER,Plum,Flavor Heart,Bengard Marketing,Soc.c & L Frut,Los Angeles,Cs Standard,136
2023-2024,7-2024,9-2024,27-02-2024,CHARTER,Plum,Happy Giant,Bengard Marketing,Soc.c & L Frut,Los Angeles,Cs Standard,128
2023-2024,7-2024,9-2024,27-02-2024,CHARTER,Plum,Dapple Delight,Bengard Marketing,Tuniche Fruits,Los Angeles,Cs Standard,1093
2023-2024,7-2024,9-2024,27-02-2024,CHARTER,Plum,K-plum,Bengard Marketing,Tuniche Fruits,Los Angeles,Cs Standard,932
2023-2024,7-2024,9-2024,27-02-2024,CHARTER,Plum,Blue Gusto,Colima Walmart,Soc.c & L Frut,Los Angeles,Cs Standard,1024
2023-2024,7-2024,9-2024,27-02-2024,CHARTER,Plum,Happy Giant,Colima Walmart,Soc.c & L Frut,Los Angeles,Cs Standard,243
2023-2024,7-2024,9-2024,27-02-2024,CHARTER,Plum,Black Heart,David Oppenheimer Inc.,Geofrut Ltda.,Los Angeles,Cs Standard,90
2023-2024,7-2024,9-2024,27-02-2024,CHARTER,Plum,Blue Gusto,David Oppenheimer Inc.,Geofrut Ltda.,Los Angeles,Cs Standard,838
2023-2024,7-2024,9-2024,27-02-2024,CHARTER,Plum,Larry Ann,David Oppenheimer Inc.,Geofrut Ltda.,Los Angeles,Cs Standard,733
2023-2024,7-2024,9-2024,27-02-2024,CHARTER,Plum,Pink Delight,David Oppenheimer Inc.,Geofrut Ltda.,Los Angeles,Cs Standard,299
2023-2024,7-2024,9-2024,27-02-2024,CHARTER,Plum,Ci 336,David Oppenheimer Inc.,Verfrut Spa,Los Angeles,Cs Standard,55
2023-2024,7-2024,9-2024,27-02-2024,CHARTER,Plum,Larry Ann,David Oppenheimer Inc.,Verfrut Spa,Los Angeles,Cs Standard,1452
2023-2024,7-2024,9-2024,27-02-2024,CHARTER,Plum,Leticia,David Oppenheimer Inc.,Verfrut Spa,Los Angeles,Cs Standard,1142
2023-2024,7-2024,9-2024,27-02-2024,CHARTER,Plum,Pink Delight,David Oppenheimer Inc.,Verfrut Spa,Los Angeles,Cs Standard,71
2023-2024,7-2024,9-2024,27-02-2024,CHARTER,Plum,Larry Ann,Dayka Hackett Llc,Verfrut Spa,Los Angeles,Cs Standard,170
2023-2024,7-2024,9-2024,27-02-2024,CHARTER,Plum,Leticia,Dayka Hackett Llc,Verfrut Spa,Los Angeles,Cs Standard,280
2023-2024,7-2024,9-2024,27-02-2024,CHARTER,Plum,Pink Delight,Dayka Hackett Llc,Verfrut Spa,Los Angeles,Cs Standard,400
2023-2024,7-2024,9-2024,27-02-2024,CHARTER,Plum,Leticia,Forever Fresh Llc,Verfrut Spa,Los Angeles,Cs Standard,277
2023-2024,7-2024,9-2024,27-02-2024,CHARTER,Plum,Pink Delight,Forever Fresh Llc,Verfrut Spa,Los Angeles,Cs Standard,923
2023-2024,7-2024,9-2024,27-02-2024,CHARTER,Plum,Black Heart,Jac Vandenberg Inc.,Geofrut Ltda.,Los Angeles,Cs Standard,208
2023-2024,7-2024,9-2024,27-02-2024,CHARTER,Plum,Blue Gusto,Jac Vandenberg Inc.,Geofrut Ltda.,Los Angeles,Cs Standard,704
2023-2024,7-2024,9-2024,27-02-2024,CHARTER,Plum,Larry Ann,Jac Vandenberg Inc.,Geofrut Ltda.,Los Angeles,Cs Standard,808
2023-2024,7-2024,9-2024,27-02-2024,CHARTER,Plum,Black Heart,Kingsburg Orchards,C Y D S.a.,Los Angeles,Cs Standard,224
2023-2024,7-2024,9-2024,27-02-2024,CHARTER,Plum,Black Majestic,Kingsburg Orchards,C Y D S.a.,Los Angeles,Cs Standard,1479
2023-2024,7-2024,9-2024,27-02-2024,CHARTER,Plum,Dapple Delight,Kingsburg Orchards,C Y D S.a.,Los Angeles,Cs Standard,4013
2023-2024,7-2024,9-2024,27-02-2024,CHARTER,Plum,Larry Ann,Kingsburg Orchards,C Y D S.a.,Los Angeles,Cs Standard,110
2023-2024,7-2024,9-2024,27-02-2024,CHARTER,Plum,Red Phoenix,Kingsburg Orchards,C Y D S.a.,Los Angeles,Cs Standard,659
2023-2024,7-2024,9-2024,27-02-2024,CHARTER,Plum,Summer Breeze,Kingsburg Orchards,C Y D S.a.,Los Angeles,Cs Standard,208
2023-2024,7-2024,9-2024,27-02-2024,CHARTER,Plum,Giant Phoenic,Kingsburg Orchards,C Y D S.a.,Los Angeles,Cs Standard,532
2023-2024,7-2024,9-2024,27-02-2024,CHARTER,Plum,Larry Ann,Kopke Jr.inc. William H.,Exp.agua Santa,Los Angeles,Cs Standard,330
2023-2024,7-2024,9-2024,27-02-2024,CHARTER,Plum,Blue Gusto,Pacific Trellis Fruit,Monte Alto,Los Angeles,Cs Standard,300
2023-2024,7-2024,9-2024,27-02-2024,CHARTER,Plum,Flavor Rich,Pacific Trellis Fruit,Monte Alto,Los Angeles,Cs Standard,1520
2023-2024,7-2024,9-2024,27-02-2024,CHARTER,Plum,Happy Giant,Pacific Trellis Fruit,Monte Alto,Los Angeles,Cs Standard,888
2023-2024,7-2024,9-2024,27-02-2024,CHARTER,Plum,Larry Ann,Pacific Trellis Fruit,Monte Alto,Los Angeles,Cs Standard,1504
2023-2024,7-2024,9-2024,27-02-2024,CHARTER,Plum,Leticia,Pacific Trellis Fruit,Monte Alto,Los Angeles,Cs Standard,780
2023-2024,7-2024,9-2024,27-02-2024,CHARTER,Plum,Blue Gusto,Pacific Trellis Fruit,Olivar Export S,Los Angeles,Cs Standard,180
2023-2024,7-2024,9-2024,27-02-2024,CHARTER,Plum,Fortune,Pacific Trellis Fruit,Olivar Export S,Los Angeles,Cs Standard,94
2023-2024,7-2024,9-2024,27-02-2024,CHARTER,Plum,Larry Ann,Pacific Trellis Fruit,Olivar Export S,Los Angeles,Cs Standard,661
2023-2024,7-2024,9-2024,27-02-2024,CHARTER,Plum,Happy Giant,Regatta Tropicals Ltd.,Greenvic,Los Angeles,Cs Standard,540
2023-2024,7-2024,9-2024,27-02-2024,CHARTER,Plum,Larry Ann,Regatta Tropicals Ltd.,Greenvic,Los Angeles,Cs Standard,435
2023-2024,7-2024,9-2024,27-02-2024,CHARTER,Plum,Late Rosa,Regatta Tropicals Ltd.,Greenvic,Los Angeles,Cs Standard,45
2023-2024,7-2024,9-2024,27-02-2024,CHARTER,Plum,Black Heart,Regatta Tropicals Ltd.,Nicofrut S.a.,Los Angeles,Cs Standard,562
2023-2024,7-2024,9-2024,27-02-2024,CHARTER,Plum,Blue Gusto,Regatta Tropicals Ltd.,Nicofrut S.a.,Los Angeles,Cs Standard,491
2023-2024,7-2024,9-2024,27-02-2024,CHARTER,Plum,Happy Giant,Regatta Tropicals Ltd.,Nicofrut S.a.,Los Angeles,Cs Standard,7
2023-2024,7-2024,9-2024,27-02-2024,CHARTER,Plum,Larry Ann,Regatta Tropicals Ltd.,Nicofrut S.a.,Los Angeles,Cs Standard,288
2023-2024,7-2024,9-2024,27-02-2024,CHARTER,Plum,Pink Delight,Regatta Tropicals Ltd.,Nicofrut S.a.,Los Angeles,Cs Standard,452
2023-2024,7-2024,9-2024,27-02-2024,CHARTER,Plum,Black Majestic,Sierra Produce,C Y D S.a.,Los Angeles,Cs Standard,720
2023-2024,7-2024,9-2024,27-02-2024,CHARTER,Plum,Early Angeleno,Sierra Produce,C Y D S.a.,Los Angeles,Cs Standard,232
2023-2024,7-2024,9-2024,27-02-2024,CHARTER,Plum,Larry Ann,Sierra Produce,C Y D S.a.,Los Angeles,Cs Standard,960
2023-2024,7-2024,9-2024,27-02-2024,CHARTER,Plum,Black Diamond,Sierra Produce,Exp.santa Marta,Los Angeles,Cs Standard,44
2023-2024,7-2024,9-2024,27-02-2024,CHARTER,Plum,Friar,Sierra Produce,Exp.santa Marta,Los Angeles,Cs Standard,3339
2023-2024,7-2024,9-2024,27-02-2024,CHARTER,Plum,Ci 336,Sierra Produce,Verfrut Spa,Los Angeles,Cs Standard,660
2023-2024,7-2024,9-2024,27-02-2024,CHARTER,Plum,Larry Ann,Sierra Produce,Verfrut Spa,Los Angeles,Cs Standard,2795
2023-2024,7-2024,9-2024,27-02-2024,CHARTER,Plum,Leticia,Sierra Produce,Verfrut Spa,Los Angeles,Cs Standard,996
2023-2024,7-2024,9-2024,27-02-2024,CHARTER,Plum,Pink Delight,Sierra Produce,Verfrut Spa,Los Angeles,Cs Standard,988
2023-2024,7-2024,9-2024,27-02-2024,CHARTER,Plum,Sugar Plums,Sol Fruit International,Chile Terra Spa,Los Angeles,Cs Standard,4800
2023-2024,7-2024,9-2024,27-02-2024,CHARTER,Plum,Flavor Heart,Summit Produce Inc,Soc.c & L Frut,Los Angeles,Cs Standard,169
2023-2024,7-2024,9-2024,27-02-2024,CHARTER,Plum,Happy Giant,Summit Produce Inc,Soc.c & L Frut,Los Angeles,Cs Standard,3587
2023-2024,7-2024,9-2024,27-02-2024,CHARTER,Plum,Blue Gusto,Trinity Fruit Sales Co.,Soc.c & L Frut,Los Angeles,Cs Standard,1545
2023-2024,7-2024,9-2024,27-02-2024,CHARTER,Plum,Crimson Dawn,Trinity Fruit Sales Co.,Soc.c & L Frut,Los Angeles,Cs Standard,46
2023-2024,7-2024,9-2024,27-02-2024,CHARTER,Plum,Flavor Heart,Trinity Fruit Sales Co.,Soc.c & L Frut,Los Angeles,Cs Standard,20
2023-2024,7-2024,9-2024,27-02-2024,CHARTER,Plum,Happy Giant,Trinity Fruit Sales Co.,Soc.c & L Frut,Los Angeles,Cs Standard,1999
2023-2024,7-2024,9-2024,27-02-2024,CHARTER,Plum,Larry Ann,Walmart Stores Inc.,C Y D S.a.,Los Angeles,Cs Standard,2560
2023-2024,7-2024,9-2024,27-02-2024,CHARTER,Plum,Happy Giant,Walmart Stores Inc.,Delipack S.a.,Los Angeles,Cs Standard,14
2023-2024,7-2024,9-2024,27-02-2024,CHARTER,Plum,Larry Ann,Walmart Stores Inc.,Delipack S.a.,Los Angeles,Cs Standard,2546
2023-2024,7-2024,9-2024,27-02-2024,CHARTER,Plum,Black Majestic,Walmart Stores Inc.,Tuniche Fruits,Los Angeles,Cs Standard,917
2023-2024,7-2024,9-2024,27-02-2024,CHARTER,Plum,King Red,Walmart Stores Inc.,Tuniche Fruits,Los Angeles,Cs Standard,1635
2023-2024,7-2024,9-2024,27-02-2024,CHARTER,Plum,Larry Ann,Walmart Stores Inc.,Tuniche Fruits,Los Angeles,Cs Standard,8
2023-2024,7-2024,9-2024,27-02-2024,CHARTER,Plum,Ci 336,Walmart Stores Inc.,Verfrut Spa,Los Angeles,Cs Standard,554
2023-2024,7-2024,9-2024,27-02-2024,CHARTER,Plum,Leticia,Walmart Stores Inc.,Verfrut Spa,Los Angeles,Cs Standard,2895
2023-2024,7-2024,9-2024,27-02-2024,CHARTER,Plum,Pink Delight,Walmart Stores Inc.,Verfrut Spa,Los Angeles,Cs Standard,1671
2023-2024,7-2024,9-2024,27-02-2024,LINER,Plum,Larry Ann,A La Orden,Copefrut S.a.,Los Angeles,Maersk Batur,4968
2023-2024,7-2024,9-2024,27-02-2024,LINER,Plum,Pink Delight,A La Orden,Copefrut S.a.,Filadelfia,Maersk Batur,2496
2023-2024,7-2024,9-2024,27-02-2024,LINER,Plum,Pink Delight,A La Orden,Copefrut S.a.,Los Angeles,Maersk Batur,2512
2023-2024,7-2024,9-2024,27-02-2024,LINER,Plum,Happy Giant,A La Orden,Gesex S.a.,Filadelfia,Maersk Batur,1152
2023-2024,7-2024,9-2024,27-02-2024,LINER,Plum,Larry Ann,A La Orden,Gesex S.a.,Filadelfia,Maersk Batur,2328
2023-2024,7-2024,9-2024,27-02-2024,LINER,Plum,Black Majestic,A La Orden,Lo Garces Spa,Filadelfia,Maersk Batur,60
2023-2024,7-2024,9-2024,27-02-2024,LINER,Plum,Dapple Dandy,A La Orden,Lo Garces Spa,Filadelfia,Maersk Batur,73
2023-2024,7-2024,9-2024,27-02-2024,LINER,Plum,Larry Ann,A La Orden,Lo Garces Spa,Filadelfia,Maersk Batur,1787
2023-2024,7-2024,9-2024,27-02-2024,LINER,Plum,Blue Gusto,David Oppenheimer Inc.,Geofrut Ltda.,Filadelfia,Maersk Batur,2348
2023-2024,7-2024,9-2024,27-02-2024,LINER,Plum,Happy Giant,David Oppenheimer Inc.,Geofrut Ltda.,Filadelfia,Maersk Batur,974
2023-2024,7-2024,9-2024,27-02-2024,LINER,Plum,Larry Ann,David Oppenheimer Inc.,Geofrut Ltda.,Filadelfia,Maersk Batur,1983
2023-2024,7-2024,9-2024,27-02-2024,LINER,Plum,Pink Delight,David Oppenheimer Inc.,Geofrut Ltda.,Filadelfia,Maersk Batur,647
2023-2024,7-2024,9-2024,27-02-2024,LINER,Plum,Blue Gusto,Grapeman Farms Lp.,Geofrut Ltda.,Filadelfia,Maersk Batur,1160
2023-2024,7-2024,9-2024,27-02-2024,LINER,Plum,Happy Giant,Grapeman Farms Lp.,Geofrut Ltda.,Filadelfia,Maersk Batur,552
2023-2024,7-2024,9-2024,27-02-2024,LINER,Plum,Larry Ann,Grapeman Farms Lp.,Geofrut Ltda.,Filadelfia,Maersk Batur,792
2023-2024,7-2024,9-2024,27-02-2024,LINER,Plum,Pink Delight,Grapeman Farms Lp.,Geofrut Ltda.,Filadelfia,Maersk Batur,120
2023-2024,7-2024,9-2024,27-02-2024,LINER,Plum,Blue Gusto,Jac Vandenberg Inc.,Geofrut Ltda.,Filadelfia,Maersk Batur,480
2023-2024,7-2024,9-2024,27-02-2024,LINER,Plum,Happy Giant,Jac Vandenberg Inc.,Geofrut Ltda.,Filadelfia,Maersk Batur,408
2023-2024,7-2024,9-2024,27-02-2024,LINER,Plum,Larry Ann,Jac Vandenberg Inc.,Geofrut Ltda.,Filadelfia,Maersk Batur,1056
2023-2024,7-2024,9-2024,27-02-2024,LINER,Plum,Larry Ann,Tastyfrutti International Inc.,Lafrut Ltda.,Filadelfia,Maersk Batur,1132
2023-2024,7-2024,9-2024,27-02-2024,LINER,Plum,Leticia,Tastyfrutti International Inc.,Lafrut Ltda.,Filadelfia,Maersk Batur,1588
2023-2024,7-2024,9-2024,27-02-2024,LINER,Plum,Ci 336,Walmart Stores Inc.,Verfrut Spa,Savannah,Maersk Batur,1283
2023-2024,7-2024,9-2024,27-02-2024,LINER,Plum,Leticia,Walmart Stores Inc.,Verfrut Spa,Savannah,Maersk Batur,1277
2023-2024,7-2024,9-2024,28-02-2024,CHARTER,Plum,Black Kat,A La Orden,Gesex S.a.,Gloucester,Jorgen Reefer,120
2023-2024,7-2024,9-2024,28-02-2024,CHARTER,Plum,Blue Gusto,A La Orden,Gesex S.a.,Gloucester,Jorgen Reefer,120
2023-2024,7-2024,9-2024,28-02-2024,CHARTER,Plum,Happy Giant,A La Orden,Gesex S.a.,Gloucester,Jorgen Reefer,99
2023-2024,7-2024,9-2024,28-02-2024,CHARTER,Plum,Larry Ann,A La Orden,Gesex S.a.,Gloucester,Jorgen Reefer,365
2023-2024,7-2024,9-2024,28-02-2024,CHARTER,Plum,Black Majestic,Capespan North America Llc,C Y D S.a.,Gloucester,Jorgen Reefer,680
2023-2024,7-2024,9-2024,28-02-2024,CHARTER,Plum,Dapple Dandy,David Oppenheimer Inc.,David Del Curto,Gloucester,Jorgen Reefer,1122
2023-2024,7-2024,9-2024,28-02-2024,CHARTER,Plum,Larry Ann,David Oppenheimer Inc.,David Del Curto,Gloucester,Jorgen Reefer,958
2023-2024,7-2024,9-2024,28-02-2024,CHARTER,Plum,Lemon,David Oppenheimer Inc.,Gedesa Exp.s.a.,Gloucester,Jorgen Reefer,2082
2023-2024,7-2024,9-2024,28-02-2024,CHARTER,Plum,Blue Gusto,David Oppenheimer Inc.,Geofrut Ltda.,Gloucester,Jorgen Reefer,375
2023-2024,7-2024,9-2024,28-02-2024,CHARTER,Plum,Larry Ann,David Oppenheimer Inc.,Geofrut Ltda.,Gloucester,Jorgen Reefer,1915
2023-2024,7-2024,9-2024,28-02-2024,CHARTER,Plum,Black Majestic,Dayka Hackett Llc,Tuniche Fruits,Gloucester,Jorgen Reefer,220
2023-2024,7-2024,9-2024,28-02-2024,CHARTER,Plum,Crimson King,Dayka Hackett Llc,Tuniche Fruits,Gloucester,Jorgen Reefer,600
2023-2024,7-2024,9-2024,28-02-2024,CHARTER,Plum,Larry Ann,Dayka Hackett Llc,Tuniche Fruits,Gloucester,Jorgen Reefer,752
2023-2024,7-2024,9-2024,28-02-2024,CHARTER,Plum,Sweet Princess,Dayka Hackett Llc,Tuniche Fruits,Gloucester,Jorgen Reefer,240
2023-2024,7-2024,9-2024,28-02-2024,CHARTER,Plum,Happy Giant,Kopke Jr.inc. William H.,Greenvic,Gloucester,Jorgen Reefer,528
2023-2024,7-2024,9-2024,28-02-2024,CHARTER,Plum,Larry Ann,Kopke Jr.inc. William H.,Greenvic,Gloucester,Jorgen Reefer,416
2023-2024,7-2024,9-2024,28-02-2024,CHARTER,Plum,Late Rosa,Kopke Jr.inc. William H.,Greenvic,Gloucester,Jorgen Reefer,392
2023-2024,7-2024,9-2024,28-02-2024,CHARTER,Plum,Flavor Rich,Pacific Trellis Fruit,David Del Curto,Gloucester,Jorgen Reefer,1364
2023-2024,7-2024,9-2024,28-02-2024,CHARTER,Plum,Happy Giant,Pacific Trellis Fruit,David Del Curto,Gloucester,Jorgen Reefer,1465
2023-2024,7-2024,9-2024,28-02-2024,CHARTER,Plum,Lemon,Pacific Trellis Fruit,David Del Curto,Gloucester,Jorgen Reefer,1324
2023-2024,7-2024,9-2024,28-02-2024,CHARTER,Plum,Black Diamond,Sierra Produce,Exp.santa Marta,Gloucester,Jorgen Reefer,76
2023-2024,7-2024,9-2024,28-02-2024,CHARTER,Plum,Friar,Sierra Produce,Exp.santa Marta,Gloucester,Jorgen Reefer,1826
2023-2024,7-2024,9-2024,28-02-2024,CHARTER,Plum,Larry Ann,Sierra Produce,Exp.santa Marta,Gloucester,Jorgen Reefer,480
2023-2024,7-2024,9-2024,28-02-2024,LINER,Plum,Flavor Heart,Contel Fresh Inc.,Soc.c & L Frut,Everglades,Cma Cgm Beira,544
2023-2024,7-2024,9-2024,28-02-2024,LINER,Plum,Happy Giant,Contel Fresh Inc.,Soc.c & L Frut,Everglades,Cma Cgm Beira,3763
2023-2024,7-2024,9-2024,28-02-2024,LINER,Plum,Black Heart,Dayka Hackett Llc,Tuniche Fruits,Filadelfia,Cma Cgm Beira,3
2023-2024,7-2024,9-2024,28-02-2024,LINER,Plum,Black Majestic,Dayka Hackett Llc,Tuniche Fruits,Filadelfia,Cma Cgm Beira,492
2023-2024,7-2024,9-2024,28-02-2024,LINER,Plum,Red Granade,Dayka Hackett Llc,Tuniche Fruits,Filadelfia,Cma Cgm Beira,865
2023-2024,7-2024,9-2024,28-02-2024,LINER,Plum,Summer Breeze,Dayka Hackett Llc,Tuniche Fruits,Filadelfia,Cma Cgm Beira,840
2023-2024,7-2024,9-2024,28-02-2024,LINER,Plum,Larry Ann,Forever Fresh Llc,Verfrut Spa,Filadelfia,Cma Cgm Beira,2295
2023-2024,7-2024,9-2024,28-02-2024,LINER,Plum,Leticia,Forever Fresh Llc,Verfrut Spa,Filadelfia,Cma Cgm Beira,170
2023-2024,7-2024,9-2024,28-02-2024,LINER,Plum,Happy Giant,Kopke Jr.inc. William H.,Greenvic,Filadelfia,Cma Cgm Beira,2074
2023-2024,7-2024,9-2024,28-02-2024,LINER,Plum,Larry Ann,Kopke Jr.inc. William H.,Greenvic,Filadelfia,Cma Cgm Beira,624
